name,category_name,brand_name,item_condition_id,shipping,item_description,price
Product 48723,Beauty/Makeup,Adidas,4,1,Great quality item number 48723,52.57
Product 48724,Toys/Games,Puma,3,0,Great quality item number 48724,97.21
Product 48725,Books/Educational,Adidas,5,0,Great quality item number 48725,27.19
Product 48726,Books/Educational,H&M,1,1,Great quality item number 48726,11.55
Product 48727,Books/Educational,Dell,2,0,Great quality item number 48727,55.86
Product 48728,Clothing/Shoes,Generic,3,0,Great quality item number 48728,13.37
Product 48729,Toys/Games,Unknown,1,0,Great quality item number 48729,21.21
Product 48730,Clothing/Tops,Generic,2,1,Great quality item number 48730,5.39
Product 48731,Electronics/Phones,Unknown,2,0,Great quality item number 48731,42.37
Product 48732,Electronics/Computers,Zara,3,1,Great quality item number 48732,58.2
Product 48733,Electronics/Computers,Samsung,2,0,Great quality item number 48733,5.45
Product 48734,Beauty/Makeup,Sony,2,0,Great quality item number 48734,14.93
Product 48735,Sports/Outdoors,Sony,4,0,Great quality item number 48735,26.61
Product 48736,Home/Furniture,Unknown,5,0,Great quality item number 48736,9.83
Product 48737,Toys/Educational,Unknown,3,0,Great quality item number 48737,8.08
Product 48738,Books/Educational,Nike,4,1,Great quality item number 48738,28.91
Product 48739,Sports/Fitness,Zara,5,1,Great quality item number 48739,65.89
Product 48740,Beauty/Skincare,Apple,1,0,Great quality item number 48740,47.28
Product 48741,Books/Fiction,Zara,4,0,Great quality item number 48741,20.06
Product 48742,Home/Furniture,Dell,5,0,Great quality item number 48742,13.91
Product 48743,Clothing/Tops,Zara,2,1,Great quality item number 48743,71.09
Product 48744,Clothing/Shoes,Samsung,3,0,Great quality item number 48744,49.79
Product 48745,Toys/Educational,Sony,4,0,Great quality item number 48745,54.65
Product 48746,Home/Furniture,Adidas,1,1,Great quality item number 48746,79.75
Product 48747,Sports/Fitness,Puma,4,1,Great quality item number 48747,72.53
Product 48748,Clothing/Tops,Sony,2,1,Great quality item number 48748,21.42
Product 48749,Electronics/Computers,Samsung,3,0,Great quality item number 48749,49.24
Product 48750,Sports/Outdoors,Puma,4,1,Great quality item number 48750,83.5
Product 48751,Toys/Educational,Sony,4,0,Great quality item number 48751,7.53
Product 48752,Clothing/Shoes,Dell,2,1,Great quality item number 48752,48.9
Product 48753,Toys/Games,Apple,3,1,Great quality item number 48753,37.69
Product 48754,Sports/Fitness,Nike,2,1,Great quality item number 48754,29.27
Product 48755,Electronics/Phones,Zara,2,0,Great quality item number 48755,35.03
Product 48756,Sports/Fitness,Unknown,5,1,Great quality item number 48756,117.56
Product 48757,Books/Fiction,Unknown,5,0,Great quality item number 48757,67.75
Product 48758,Home/Kitchen,Nike,5,0,Great quality item number 48758,128.94
Product 48759,Electronics/Computers,HP,5,1,Great quality item number 48759,45.13
Product 48760,Electronics/Phones,Nike,4,0,Great quality item number 48760,5.3
Product 48761,Toys/Games,Generic,4,1,Great quality item number 48761,17.62
Product 48762,Books/Educational,Adidas,2,0,Great quality item number 48762,7.72
Product 48763,Toys/Educational,Adidas,3,1,Great quality item number 48763,25.48
Product 48764,Beauty/Skincare,Unknown,5,1,Great quality item number 48764,12.44
Product 48765,Beauty/Skincare,HP,2,0,Great quality item number 48765,14.48
Product 48766,Beauty/Skincare,Zara,3,1,Great quality item number 48766,8.41
Product 48767,Home/Furniture,Generic,2,1,Great quality item number 48767,36.44
Product 48768,Clothing/Shoes,Adidas,5,0,Great quality item number 48768,80.14
Product 48769,Books/Educational,Apple,5,1,Great quality item number 48769,38.2
Product 48770,Toys/Educational,Apple,4,0,Great quality item number 48770,37.17
Product 48771,Home/Kitchen,Sony,1,0,Great quality item number 48771,80.0
Product 48772,Beauty/Makeup,Nike,1,1,Great quality item number 48772,19.35
Product 48773,Books/Educational,Puma,5,1,Great quality item number 48773,72.41
Product 48774,Books/Fiction,Zara,2,0,Great quality item number 48774,41.33
Product 48775,Electronics/Computers,Zara,4,1,Great quality item number 48775,7.55
Product 48776,Sports/Outdoors,Nike,3,1,Great quality item number 48776,41.91
Product 48777,Toys/Games,Zara,2,1,Great quality item number 48777,7.96
Product 48778,Electronics/Phones,Sony,2,1,Great quality item number 48778,42.36
Product 48779,Books/Educational,HP,1,1,Great quality item number 48779,13.41
Product 48780,Books/Fiction,Puma,4,1,Great quality item number 48780,5.17
Product 48781,Books/Fiction,Dell,5,1,Great quality item number 48781,32.14
Product 48782,Sports/Fitness,Zara,5,0,Great quality item number 48782,40.43
Product 48783,Beauty/Skincare,Sony,5,0,Great quality item number 48783,82.98
Product 48784,Sports/Outdoors,Unknown,2,1,Great quality item number 48784,5.67
Product 48785,Beauty/Makeup,Unknown,3,1,Great quality item number 48785,140.36
Product 48786,Toys/Games,Samsung,2,0,Great quality item number 48786,48.48
Product 48787,Sports/Fitness,Samsung,5,1,Great quality item number 48787,94.92
Product 48788,Toys/Educational,Samsung,3,1,Great quality item number 48788,13.96
Product 48789,Electronics/Computers,Adidas,1,1,Great quality item number 48789,25.62
Product 48790,Electronics/Computers,Nike,1,1,Great quality item number 48790,29.3
Product 48791,Home/Kitchen,Sony,3,0,Great quality item number 48791,35.93
Product 48792,Sports/Fitness,Unknown,4,1,Great quality item number 48792,30.46
Product 48793,Books/Educational,HP,1,0,Great quality item number 48793,33.36
Product 48794,Sports/Fitness,Generic,2,1,Great quality item number 48794,119.39
Product 48795,Toys/Educational,Samsung,5,1,Great quality item number 48795,8.81
Product 48796,Beauty/Skincare,Generic,1,1,Great quality item number 48796,18.0
Product 48797,Beauty/Skincare,H&M,3,1,Great quality item number 48797,40.02
Product 48798,Home/Furniture,Puma,1,0,Great quality item number 48798,57.64
Product 48799,Books/Educational,Dell,3,1,Great quality item number 48799,40.61
Product 48800,Sports/Fitness,Samsung,3,1,Great quality item number 48800,39.66
Product 48801,Electronics/Computers,HP,4,0,Great quality item number 48801,55.0
Product 48802,Sports/Fitness,Unknown,1,0,Great quality item number 48802,84.56
Product 48803,Clothing/Tops,Puma,5,1,Great quality item number 48803,28.16
Product 48804,Toys/Educational,Adidas,1,1,Great quality item number 48804,12.03
Product 48805,Electronics/Phones,Generic,3,1,Great quality item number 48805,66.67
Product 48806,Sports/Outdoors,Puma,1,1,Great quality item number 48806,84.14
Product 48807,Electronics/Phones,Dell,5,1,Great quality item number 48807,84.18
Product 48808,Toys/Educational,Apple,4,1,Great quality item number 48808,38.4
Product 48809,Home/Furniture,Samsung,4,0,Great quality item number 48809,37.81
Product 48810,Electronics/Phones,Adidas,4,1,Great quality item number 48810,10.29
Product 48811,Electronics/Phones,Apple,3,1,Great quality item number 48811,8.2
Product 48812,Clothing/Shoes,H&M,2,1,Great quality item number 48812,15.39
Product 48813,Toys/Games,Adidas,3,0,Great quality item number 48813,11.71
Product 48814,Toys/Educational,Dell,5,0,Great quality item number 48814,16.95
Product 48815,Home/Kitchen,Dell,4,1,Great quality item number 48815,20.78
Product 48816,Toys/Games,H&M,3,1,Great quality item number 48816,27.21
Product 48817,Toys/Educational,Zara,3,0,Great quality item number 48817,26.35
Product 48818,Home/Kitchen,Unknown,4,1,Great quality item number 48818,99.23
Product 48819,Clothing/Shoes,Samsung,1,0,Great quality item number 48819,68.71
Product 48820,Toys/Educational,Zara,5,0,Great quality item number 48820,18.5
Product 48821,Beauty/Makeup,Zara,2,0,Great quality item number 48821,70.38
Product 48822,Home/Furniture,Generic,2,0,Great quality item number 48822,5.84
Product 48823,Books/Educational,Generic,5,0,Great quality item number 48823,62.47
Product 48824,Home/Kitchen,Nike,3,1,Great quality item number 48824,6.31
Product 48825,Beauty/Makeup,H&M,4,1,Great quality item number 48825,12.76
Product 48826,Home/Kitchen,HP,4,1,Great quality item number 48826,11.97
Product 48827,Clothing/Tops,H&M,5,0,Great quality item number 48827,16.15
Product 48828,Beauty/Makeup,Dell,5,0,Great quality item number 48828,17.72
Product 48829,Books/Educational,Puma,4,0,Great quality item number 48829,39.44
Product 48830,Toys/Games,Apple,4,1,Great quality item number 48830,25.59
Product 48831,Sports/Outdoors,Zara,5,1,Great quality item number 48831,96.69
Product 48832,Home/Furniture,H&M,3,1,Great quality item number 48832,57.23
Product 48833,Electronics/Phones,Samsung,2,1,Great quality item number 48833,43.79
Product 48834,Toys/Educational,Nike,2,1,Great quality item number 48834,133.99
Product 48835,Toys/Educational,Unknown,1,0,Great quality item number 48835,46.2
Product 48836,Books/Educational,Apple,5,0,Great quality item number 48836,8.65
Product 48837,Beauty/Makeup,Sony,1,1,Great quality item number 48837,26.27
Product 48838,Electronics/Phones,Unknown,1,1,Great quality item number 48838,11.62
Product 48839,Sports/Outdoors,Unknown,2,0,Great quality item number 48839,6.6
Product 48840,Beauty/Makeup,Generic,4,1,Great quality item number 48840,161.02
Product 48841,Books/Fiction,Sony,4,0,Great quality item number 48841,78.79
Product 48842,Beauty/Makeup,Nike,4,1,Great quality item number 48842,34.24
Product 48843,Toys/Educational,Dell,5,1,Great quality item number 48843,38.15
Product 48844,Clothing/Shoes,Dell,2,1,Great quality item number 48844,15.22
Product 48845,Electronics/Phones,Adidas,5,0,Great quality item number 48845,7.15
Product 48846,Beauty/Skincare,Apple,5,1,Great quality item number 48846,53.88
Product 48847,Sports/Outdoors,Generic,3,0,Great quality item number 48847,30.48
Product 48848,Electronics/Computers,Puma,4,0,Great quality item number 48848,23.6
Product 48849,Clothing/Shoes,Puma,3,1,Great quality item number 48849,38.39
Product 48850,Clothing/Shoes,Dell,3,0,Great quality item number 48850,25.35
Product 48851,Sports/Fitness,Apple,2,0,Great quality item number 48851,20.34
Product 48852,Electronics/Computers,Puma,4,0,Great quality item number 48852,43.22
Product 48853,Home/Furniture,Samsung,1,0,Great quality item number 48853,27.83
Product 48854,Books/Fiction,H&M,3,0,Great quality item number 48854,10.64
Product 48855,Beauty/Makeup,Sony,3,0,Great quality item number 48855,41.88
Product 48856,Sports/Fitness,Apple,1,0,Great quality item number 48856,19.32
Product 48857,Books/Educational,Nike,1,0,Great quality item number 48857,49.34
Product 48858,Clothing/Shoes,Samsung,2,1,Great quality item number 48858,117.78
Product 48859,Books/Fiction,Sony,3,1,Great quality item number 48859,26.13
Product 48860,Electronics/Computers,Unknown,3,1,Great quality item number 48860,45.67
Product 48861,Books/Fiction,Unknown,2,0,Great quality item number 48861,28.25
Product 48862,Clothing/Tops,Zara,1,0,Great quality item number 48862,111.52
Product 48863,Home/Kitchen,HP,3,0,Great quality item number 48863,29.98
Product 48864,Clothing/Tops,Zara,1,0,Great quality item number 48864,21.88
Product 48865,Sports/Outdoors,Adidas,5,0,Great quality item number 48865,18.08
Product 48866,Clothing/Tops,Generic,3,1,Great quality item number 48866,11.92
Product 48867,Clothing/Shoes,Samsung,5,1,Great quality item number 48867,18.58
Product 48868,Sports/Outdoors,HP,3,1,Great quality item number 48868,32.72
Product 48869,Toys/Educational,Zara,1,1,Great quality item number 48869,6.67
Product 48870,Clothing/Tops,Adidas,5,0,Great quality item number 48870,23.74
Product 48871,Beauty/Makeup,Dell,2,1,Great quality item number 48871,16.07
Product 48872,Beauty/Makeup,Apple,4,0,Great quality item number 48872,87.86
Product 48873,Toys/Games,Unknown,2,1,Great quality item number 48873,38.65
Product 48874,Electronics/Computers,Samsung,2,0,Great quality item number 48874,40.48
Product 48875,Beauty/Makeup,Adidas,5,0,Great quality item number 48875,36.99
Product 48876,Sports/Outdoors,HP,5,0,Great quality item number 48876,41.1
Product 48877,Books/Fiction,Unknown,2,1,Great quality item number 48877,15.07
Product 48878,Electronics/Phones,Unknown,5,0,Great quality item number 48878,36.6
Product 48879,Home/Kitchen,Samsung,2,1,Great quality item number 48879,23.62
Product 48880,Beauty/Makeup,Apple,3,1,Great quality item number 48880,33.77
Product 48881,Toys/Games,Dell,4,1,Great quality item number 48881,23.22
Product 48882,Sports/Fitness,Zara,3,1,Great quality item number 48882,51.71
Product 48883,Clothing/Tops,Zara,5,1,Great quality item number 48883,18.86
Product 48884,Home/Furniture,Generic,2,1,Great quality item number 48884,62.21
Product 48885,Sports/Outdoors,H&M,3,1,Great quality item number 48885,12.66
Product 48886,Books/Educational,HP,2,0,Great quality item number 48886,65.61
Product 48887,Beauty/Makeup,Adidas,3,0,Great quality item number 48887,25.28
Product 48888,Home/Kitchen,Dell,1,1,Great quality item number 48888,19.49
Product 48889,Toys/Games,Generic,1,1,Great quality item number 48889,21.99
Product 48890,Toys/Educational,Unknown,1,0,Great quality item number 48890,41.08
Product 48891,Books/Educational,Sony,4,0,Great quality item number 48891,13.58
Product 48892,Toys/Games,Zara,3,0,Great quality item number 48892,37.05
Product 48893,Toys/Games,Sony,5,0,Great quality item number 48893,29.99
Product 48894,Sports/Fitness,Unknown,3,0,Great quality item number 48894,5.26
Product 48895,Toys/Games,HP,2,0,Great quality item number 48895,8.37
Product 48896,Toys/Games,Apple,3,1,Great quality item number 48896,14.9
Product 48897,Home/Kitchen,Generic,3,0,Great quality item number 48897,39.96
Product 48898,Toys/Games,Dell,1,1,Great quality item number 48898,14.13
Product 48899,Clothing/Shoes,Adidas,2,0,Great quality item number 48899,66.27
Product 48900,Clothing/Shoes,Adidas,3,0,Great quality item number 48900,10.11
Product 48901,Home/Kitchen,Generic,4,0,Great quality item number 48901,5.13
Product 48902,Clothing/Tops,Dell,5,1,Great quality item number 48902,92.5
Product 48903,Electronics/Phones,Dell,1,0,Great quality item number 48903,15.54
Product 48904,Toys/Educational,Nike,3,1,Great quality item number 48904,25.71
Product 48905,Beauty/Makeup,Nike,2,0,Great quality item number 48905,29.32
Product 48906,Clothing/Tops,Adidas,1,1,Great quality item number 48906,19.31
Product 48907,Electronics/Phones,Apple,1,1,Great quality item number 48907,6.7
Product 48908,Books/Educational,HP,3,1,Great quality item number 48908,29.42
Product 48909,Sports/Fitness,Sony,2,1,Great quality item number 48909,179.86
Product 48910,Clothing/Tops,HP,2,0,Great quality item number 48910,42.13
Product 48911,Toys/Educational,H&M,4,0,Great quality item number 48911,21.29
Product 48912,Home/Kitchen,Zara,1,0,Great quality item number 48912,51.23
Product 48913,Clothing/Shoes,Zara,4,0,Great quality item number 48913,66.25
Product 48914,Books/Fiction,Dell,2,1,Great quality item number 48914,28.91
Product 48915,Sports/Outdoors,H&M,5,1,Great quality item number 48915,42.14
Product 48916,Home/Kitchen,Puma,5,1,Great quality item number 48916,49.29
Product 48917,Home/Furniture,Adidas,5,0,Great quality item number 48917,13.7
Product 48918,Books/Educational,Apple,3,0,Great quality item number 48918,23.29
Product 48919,Electronics/Computers,HP,3,1,Great quality item number 48919,76.1
Product 48920,Sports/Outdoors,Dell,2,1,Great quality item number 48920,41.53
Product 48921,Sports/Fitness,Sony,4,1,Great quality item number 48921,22.51
Product 48922,Toys/Educational,Adidas,3,1,Great quality item number 48922,13.92
Product 48923,Home/Kitchen,Zara,2,0,Great quality item number 48923,9.05
Product 48924,Toys/Educational,Dell,5,1,Great quality item number 48924,114.48
Product 48925,Electronics/Phones,HP,5,1,Great quality item number 48925,168.44
Product 48926,Books/Educational,Puma,1,1,Great quality item number 48926,27.73
Product 48927,Home/Furniture,Unknown,4,0,Great quality item number 48927,5.07
Product 48928,Beauty/Skincare,H&M,2,0,Great quality item number 48928,11.44
Product 48929,Sports/Outdoors,Sony,2,0,Great quality item number 48929,14.67
Product 48930,Books/Fiction,Dell,5,0,Great quality item number 48930,23.45
Product 48931,Toys/Games,Dell,3,0,Great quality item number 48931,43.43
Product 48932,Toys/Educational,HP,3,1,Great quality item number 48932,15.72
Product 48933,Beauty/Makeup,Puma,2,1,Great quality item number 48933,16.85
Product 48934,Home/Furniture,Sony,3,0,Great quality item number 48934,11.0
Product 48935,Beauty/Makeup,Samsung,2,1,Great quality item number 48935,29.35
Product 48936,Beauty/Skincare,H&M,1,0,Great quality item number 48936,18.18
Product 48937,Electronics/Computers,Generic,3,1,Great quality item number 48937,8.82
Product 48938,Sports/Outdoors,Nike,1,1,Great quality item number 48938,23.73
Product 48939,Beauty/Skincare,Apple,4,0,Great quality item number 48939,37.68
Product 48940,Electronics/Computers,Sony,1,0,Great quality item number 48940,24.46
Product 48941,Toys/Games,Adidas,4,0,Great quality item number 48941,43.76
Product 48942,Home/Furniture,HP,1,0,Great quality item number 48942,28.13
Product 48943,Beauty/Makeup,Apple,3,1,Great quality item number 48943,23.71
Product 48944,Books/Educational,Dell,1,0,Great quality item number 48944,10.76
Product 48945,Beauty/Skincare,HP,3,1,Great quality item number 48945,20.29
Product 48946,Toys/Educational,Puma,2,1,Great quality item number 48946,9.99
Product 48947,Clothing/Tops,HP,2,1,Great quality item number 48947,7.81
Product 48948,Sports/Fitness,Generic,4,0,Great quality item number 48948,6.14
Product 48949,Toys/Educational,Samsung,5,1,Great quality item number 48949,9.58
Product 48950,Books/Fiction,Apple,1,1,Great quality item number 48950,5.53
Product 48951,Sports/Outdoors,Adidas,3,1,Great quality item number 48951,59.85
Product 48952,Toys/Games,Dell,5,0,Great quality item number 48952,22.13
Product 48953,Home/Kitchen,HP,2,0,Great quality item number 48953,10.78
Product 48954,Clothing/Tops,Puma,3,0,Great quality item number 48954,8.55
Product 48955,Sports/Fitness,Unknown,3,0,Great quality item number 48955,65.99
Product 48956,Electronics/Computers,Sony,5,1,Great quality item number 48956,6.7
Product 48957,Toys/Games,Apple,3,1,Great quality item number 48957,40.47
Product 48958,Sports/Fitness,Unknown,5,0,Great quality item number 48958,59.88
Product 48959,Electronics/Computers,Puma,1,1,Great quality item number 48959,107.34
Product 48960,Sports/Outdoors,Zara,1,0,Great quality item number 48960,12.74
Product 48961,Electronics/Computers,Puma,1,1,Great quality item number 48961,29.51
Product 48962,Sports/Outdoors,Adidas,2,0,Great quality item number 48962,13.53
Product 48963,Electronics/Phones,Puma,5,0,Great quality item number 48963,30.13
Product 48964,Books/Educational,Zara,1,1,Great quality item number 48964,15.01
Product 48965,Beauty/Makeup,HP,2,0,Great quality item number 48965,60.25
Product 48966,Sports/Outdoors,Zara,2,0,Great quality item number 48966,53.59
Product 48967,Clothing/Shoes,H&M,2,0,Great quality item number 48967,42.87
Product 48968,Home/Furniture,Zara,1,1,Great quality item number 48968,29.94
Product 48969,Home/Furniture,Generic,3,0,Great quality item number 48969,47.68
Product 48970,Electronics/Phones,Dell,1,1,Great quality item number 48970,75.44
Product 48971,Home/Kitchen,HP,2,0,Great quality item number 48971,7.23
Product 48972,Books/Educational,Dell,4,1,Great quality item number 48972,6.92
Product 48973,Clothing/Shoes,Sony,1,1,Great quality item number 48973,9.06
Product 48974,Clothing/Tops,Samsung,1,1,Great quality item number 48974,31.36
Product 48975,Clothing/Shoes,Samsung,3,1,Great quality item number 48975,12.4
Product 48976,Books/Educational,Apple,1,1,Great quality item number 48976,56.02
Product 48977,Books/Fiction,Generic,1,1,Great quality item number 48977,9.34
Product 48978,Electronics/Computers,Adidas,2,1,Great quality item number 48978,7.73
Product 48979,Electronics/Computers,H&M,2,1,Great quality item number 48979,22.04
Product 48980,Clothing/Tops,Apple,4,0,Great quality item number 48980,41.38
Product 48981,Home/Furniture,Apple,2,0,Great quality item number 48981,42.58
Product 48982,Books/Educational,Puma,5,0,Great quality item number 48982,8.76
Product 48983,Home/Kitchen,Nike,3,0,Great quality item number 48983,7.76
Product 48984,Toys/Educational,HP,1,0,Great quality item number 48984,5.03
Product 48985,Electronics/Phones,Puma,1,1,Great quality item number 48985,8.39
Product 48986,Home/Furniture,Apple,5,1,Great quality item number 48986,82.1
Product 48987,Sports/Outdoors,Unknown,3,0,Great quality item number 48987,16.8
Product 48988,Sports/Fitness,Nike,5,0,Great quality item number 48988,10.01
Product 48989,Sports/Outdoors,Puma,5,0,Great quality item number 48989,55.21
Product 48990,Home/Furniture,Sony,3,0,Great quality item number 48990,42.91
Product 48991,Clothing/Tops,Apple,1,0,Great quality item number 48991,107.5
Product 48992,Books/Educational,Zara,1,0,Great quality item number 48992,6.34
Product 48993,Toys/Educational,Puma,3,0,Great quality item number 48993,9.55
Product 48994,Clothing/Shoes,Generic,2,0,Great quality item number 48994,42.62
Product 48995,Books/Fiction,Nike,3,0,Great quality item number 48995,16.94
Product 48996,Clothing/Tops,Unknown,5,1,Great quality item number 48996,31.53
Product 48997,Books/Fiction,Adidas,5,1,Great quality item number 48997,34.2
Product 48998,Books/Educational,Zara,1,0,Great quality item number 48998,9.89
Product 48999,Sports/Fitness,Zara,3,1,Great quality item number 48999,20.4
Product 49000,Home/Kitchen,Unknown,3,0,Great quality item number 49000,6.67
Product 49001,Books/Educational,Unknown,1,1,Great quality item number 49001,16.48
Product 49002,Beauty/Skincare,Apple,5,0,Great quality item number 49002,68.63
Product 49003,Beauty/Makeup,Generic,1,0,Great quality item number 49003,9.86
Product 49004,Beauty/Makeup,Zara,4,1,Great quality item number 49004,19.39
Product 49005,Toys/Educational,Apple,5,1,Great quality item number 49005,68.05
Product 49006,Beauty/Makeup,Unknown,3,0,Great quality item number 49006,43.11
Product 49007,Beauty/Makeup,Sony,2,1,Great quality item number 49007,18.96
Product 49008,Clothing/Shoes,Zara,2,1,Great quality item number 49008,34.82
Product 49009,Electronics/Computers,Adidas,2,0,Great quality item number 49009,70.92
Product 49010,Home/Kitchen,Apple,3,1,Great quality item number 49010,75.91
Product 49011,Beauty/Skincare,Zara,3,0,Great quality item number 49011,15.93
Product 49012,Home/Furniture,Generic,2,1,Great quality item number 49012,16.72
Product 49013,Clothing/Tops,HP,2,1,Great quality item number 49013,38.0
Product 49014,Home/Furniture,Dell,4,1,Great quality item number 49014,16.7
Product 49015,Sports/Outdoors,Nike,1,0,Great quality item number 49015,18.29
Product 49016,Clothing/Shoes,HP,2,0,Great quality item number 49016,14.93
Product 49017,Home/Kitchen,Dell,2,0,Great quality item number 49017,7.39
Product 49018,Home/Kitchen,Generic,4,1,Great quality item number 49018,22.54
Product 49019,Electronics/Phones,Apple,1,0,Great quality item number 49019,32.6
Product 49020,Sports/Fitness,Sony,2,0,Great quality item number 49020,66.77
Product 49021,Toys/Games,Dell,4,0,Great quality item number 49021,58.11
Product 49022,Home/Kitchen,HP,5,1,Great quality item number 49022,19.64
Product 49023,Clothing/Shoes,Samsung,1,1,Great quality item number 49023,122.74
Product 49024,Home/Furniture,Apple,1,1,Great quality item number 49024,5.31
Product 49025,Books/Educational,Puma,5,1,Great quality item number 49025,45.27
Product 49026,Sports/Outdoors,Puma,2,1,Great quality item number 49026,35.31
Product 49027,Sports/Fitness,Apple,5,1,Great quality item number 49027,25.43
Product 49028,Beauty/Makeup,Puma,2,0,Great quality item number 49028,14.91
Product 49029,Electronics/Computers,H&M,2,0,Great quality item number 49029,18.29
Product 49030,Beauty/Skincare,Samsung,4,1,Great quality item number 49030,6.11
Product 49031,Beauty/Makeup,Puma,4,0,Great quality item number 49031,60.21
Product 49032,Toys/Games,Sony,3,0,Great quality item number 49032,60.45
Product 49033,Clothing/Tops,Sony,1,0,Great quality item number 49033,12.94
Product 49034,Electronics/Phones,Apple,4,0,Great quality item number 49034,70.77
Product 49035,Electronics/Computers,Sony,1,1,Great quality item number 49035,159.17
Product 49036,Sports/Fitness,Apple,2,1,Great quality item number 49036,32.65
Product 49037,Beauty/Makeup,Sony,4,0,Great quality item number 49037,37.45
Product 49038,Books/Educational,Generic,3,0,Great quality item number 49038,6.37
Product 49039,Home/Furniture,Unknown,2,0,Great quality item number 49039,37.67
Product 49040,Electronics/Phones,Sony,5,1,Great quality item number 49040,10.25
Product 49041,Home/Furniture,Sony,4,0,Great quality item number 49041,36.38
Product 49042,Beauty/Skincare,Adidas,1,0,Great quality item number 49042,35.93
Product 49043,Sports/Outdoors,Nike,3,0,Great quality item number 49043,11.49
Product 49044,Beauty/Makeup,Adidas,3,1,Great quality item number 49044,13.64
Product 49045,Home/Furniture,Unknown,3,0,Great quality item number 49045,11.33
Product 49046,Clothing/Tops,Sony,2,0,Great quality item number 49046,5.06
Product 49047,Toys/Games,Apple,2,0,Great quality item number 49047,52.41
Product 49048,Sports/Outdoors,Sony,4,0,Great quality item number 49048,28.21
Product 49049,Books/Educational,Apple,1,0,Great quality item number 49049,28.12
Product 49050,Clothing/Tops,Puma,5,1,Great quality item number 49050,7.45
Product 49051,Sports/Fitness,Adidas,2,0,Great quality item number 49051,29.22
Product 49052,Electronics/Phones,H&M,3,0,Great quality item number 49052,24.46
Product 49053,Books/Fiction,HP,3,1,Great quality item number 49053,41.48
Product 49054,Sports/Fitness,Dell,1,0,Great quality item number 49054,26.91
Product 49055,Clothing/Tops,Apple,5,0,Great quality item number 49055,59.25
Product 49056,Home/Furniture,H&M,4,1,Great quality item number 49056,19.84
Product 49057,Toys/Games,Unknown,4,1,Great quality item number 49057,51.31
Product 49058,Beauty/Makeup,Dell,2,1,Great quality item number 49058,11.67
Product 49059,Home/Furniture,Generic,5,1,Great quality item number 49059,8.38
Product 49060,Home/Kitchen,Unknown,2,0,Great quality item number 49060,14.32
Product 49061,Books/Educational,Zara,2,0,Great quality item number 49061,23.81
Product 49062,Beauty/Makeup,Puma,1,1,Great quality item number 49062,117.54
Product 49063,Home/Furniture,Apple,4,1,Great quality item number 49063,35.18
Product 49064,Electronics/Computers,Zara,3,1,Great quality item number 49064,5.24
Product 49065,Beauty/Skincare,Puma,1,1,Great quality item number 49065,44.93
Product 49066,Electronics/Computers,Samsung,1,0,Great quality item number 49066,5.11
Product 49067,Books/Fiction,Dell,3,1,Great quality item number 49067,22.2
Product 49068,Clothing/Tops,Sony,5,0,Great quality item number 49068,11.69
Product 49069,Beauty/Makeup,Adidas,3,0,Great quality item number 49069,20.48
Product 49070,Home/Kitchen,Apple,3,0,Great quality item number 49070,14.17
Product 49071,Beauty/Skincare,H&M,3,1,Great quality item number 49071,33.53
Product 49072,Beauty/Skincare,Dell,3,1,Great quality item number 49072,6.45
Product 49073,Sports/Outdoors,Nike,4,0,Great quality item number 49073,9.54
Product 49074,Beauty/Makeup,Puma,4,0,Great quality item number 49074,8.39
Product 49075,Books/Fiction,Samsung,1,0,Great quality item number 49075,72.35
Product 49076,Beauty/Skincare,Dell,1,1,Great quality item number 49076,18.94
Product 49077,Sports/Outdoors,Adidas,5,1,Great quality item number 49077,35.32
Product 49078,Electronics/Computers,Dell,3,1,Great quality item number 49078,63.33
Product 49079,Beauty/Makeup,HP,5,0,Great quality item number 49079,140.7
Product 49080,Electronics/Phones,Zara,5,0,Great quality item number 49080,40.23
Product 49081,Beauty/Makeup,HP,5,0,Great quality item number 49081,15.18
Product 49082,Beauty/Makeup,Generic,5,0,Great quality item number 49082,123.96
Product 49083,Toys/Educational,Adidas,4,1,Great quality item number 49083,33.75
Product 49084,Clothing/Shoes,Adidas,3,0,Great quality item number 49084,149.22
Product 49085,Beauty/Makeup,Nike,1,0,Great quality item number 49085,14.28
Product 49086,Sports/Fitness,Nike,2,1,Great quality item number 49086,46.48
Product 49087,Books/Educational,H&M,4,1,Great quality item number 49087,19.58
Product 49088,Toys/Educational,Generic,5,0,Great quality item number 49088,35.07
Product 49089,Electronics/Computers,Samsung,2,0,Great quality item number 49089,35.5
Product 49090,Books/Fiction,Generic,3,0,Great quality item number 49090,11.92
Product 49091,Beauty/Skincare,Generic,3,0,Great quality item number 49091,79.45
Product 49092,Books/Educational,Nike,5,1,Great quality item number 49092,57.35
Product 49093,Books/Educational,Dell,4,0,Great quality item number 49093,8.83
Product 49094,Sports/Outdoors,Zara,2,0,Great quality item number 49094,60.38
Product 49095,Toys/Games,Unknown,5,1,Great quality item number 49095,26.31
Product 49096,Home/Furniture,Dell,2,1,Great quality item number 49096,45.46
Product 49097,Books/Fiction,Puma,4,1,Great quality item number 49097,12.2
Product 49098,Clothing/Tops,Puma,1,1,Great quality item number 49098,174.82
Product 49099,Clothing/Tops,Dell,2,1,Great quality item number 49099,23.14
Product 49100,Books/Fiction,HP,3,0,Great quality item number 49100,47.52
